,_raw_vialsite,_raw_Reagent0,_raw_Reagent1,_raw_Reagent2,_raw_Reagent3,_raw_Reagent4,_raw_Reagent5,_raw_labwareID,_raw_crystalscore,_raw_reagent_0_chemicals_0_InChIKey,_raw_reagent_0_chemicals_0_actual_amount,_raw_reagent_0_chemicals_0_actual_amount_units,_raw_reagent_0_chemicals_0_nominal_amount,_raw_reagent_0_chemicals_0_nominal_amount_units,_raw_reagent_0_date,_raw_reagent_0_id,_raw_reagent_0_instructions_0_op,_raw_reagent_0_instructions_0_temperature,_raw_reagent_0_instructions_0_temperature_units,_raw_reagent_0_operator,_raw_reagent_1_chemicals_0_InChIKey,_raw_reagent_1_chemicals_0_actual_amount,_raw_reagent_1_chemicals_0_actual_amount_units,_raw_reagent_1_chemicals_0_nominal_amount,_raw_reagent_1_chemicals_0_nominal_amount_units,_raw_reagent_1_chemicals_1_InChIKey,_raw_reagent_1_chemicals_1_actual_amount,_raw_reagent_1_chemicals_1_actual_amount_units,_raw_reagent_1_chemicals_1_nominal_amount,_raw_reagent_1_chemicals_1_nominal_amount_units,_raw_reagent_1_chemicals_2_InChIKey,_raw_reagent_1_chemicals_2_actual_amount,_raw_reagent_1_chemicals_2_actual_amount_units,_raw_reagent_1_chemicals_2_nominal_amount,_raw_reagent_1_chemicals_2_nominal_amount_units,_raw_reagent_1_date,_raw_reagent_1_id,_raw_reagent_1_instructions_0_duration,_raw_reagent_1_instructions_0_duration_units,_raw_reagent_1_instructions_0_op,_raw_reagent_1_instructions_0_stir,_raw_reagent_1_instructions_0_stir_units,_raw_reagent_1_instructions_0_temperature,_raw_reagent_1_instructions_0_temperature_units,_raw_reagent_1_instructions_1_op,_raw_reagent_1_instructions_1_temperature,_raw_reagent_1_instructions_1_temperature_units,_raw_reagent_1_operator,_raw_reagent_2_chemicals_0_InChIKey,_raw_reagent_2_chemicals_0_actual_amount,_raw_reagent_2_chemicals_0_actual_amount_units,_raw_reagent_2_chemicals_0_nominal_amount,_raw_reagent_2_chemicals_0_nominal_amount_units,_raw_reagent_2_chemicals_1_InChIKey,_raw_reagent_2_chemicals_1_actual_amount,_raw_reagent_2_chemicals_1_actual_amount_units,_raw_reagent_2_chemicals_1_nominal_amount,_raw_reagent_2_chemicals_1_nominal_amount_units,_raw_reagent_2_chemicals_2_InChIKey,_raw_reagent_2_chemicals_2_actual_amount,_raw_reagent_2_chemicals_2_actual_amount_units,_raw_reagent_2_chemicals_2_nominal_amount,_raw_reagent_2_chemicals_2_nominal_amount_units,_raw_reagent_2_date,_raw_reagent_2_id,_raw_reagent_2_instructions_0_duration,_raw_reagent_2_instructions_0_duration_units,_raw_reagent_2_instructions_0_op,_raw_reagent_2_instructions_0_stir,_raw_reagent_2_instructions_0_stir_units,_raw_reagent_2_instructions_0_temperature,_raw_reagent_2_instructions_0_temperature_units,_raw_reagent_2_instructions_1_op,_raw_reagent_2_instructions_1_temperature,_raw_reagent_2_instructions_1_temperature_units,_raw_reagent_2_operator,_raw_reagent_3_chemicals_0_InChIKey,_raw_reagent_3_chemicals_0_actual_amount,_raw_reagent_3_chemicals_0_actual_amount_units,_raw_reagent_3_chemicals_0_nominal_amount,_raw_reagent_3_chemicals_0_nominal_amount_units,_raw_reagent_3_chemicals_1_InChIKey,_raw_reagent_3_chemicals_1_actual_amount,_raw_reagent_3_chemicals_1_actual_amount_units,_raw_reagent_3_chemicals_1_nominal_amount,_raw_reagent_3_chemicals_1_nominal_amount_units,_raw_reagent_3_chemicals_2_InChIKey,_raw_reagent_3_chemicals_2_actual_amount,_raw_reagent_3_chemicals_2_actual_amount_units,_raw_reagent_3_chemicals_2_nominal_amount,_raw_reagent_3_chemicals_2_nominal_amount_units,_raw_reagent_3_date,_raw_reagent_3_id,_raw_reagent_3_instructions_0_duration,_raw_reagent_3_instructions_0_duration_units,_raw_reagent_3_instructions_0_op,_raw_reagent_3_instructions_0_stir,_raw_reagent_3_instructions_0_stir_units,_raw_reagent_3_instructions_0_temperature,_raw_reagent_3_instructions_0_temperature_units,_raw_reagent_3_instructions_1_op,_raw_reagent_3_instructions_1_temperature,_raw_reagent_3_instructions_1_temperature_units,_raw_reagent_3_operator,_raw_reagent_4_chemicals_0_InChIKey,_raw_reagent_4_chemicals_0_actual_amount,_raw_reagent_4_chemicals_0_actual_amount_units,_raw_reagent_4_chemicals_0_nominal_amount,_raw_reagent_4_chemicals_0_nominal_amount_units,_raw_reagent_4_date,_raw_reagent_4_id,_raw_reagent_4_instructions_0_op,_raw_reagent_4_instructions_0_temperature,_raw_reagent_4_instructions_0_temperature_units,_raw_reagent_4_operator,_raw_reagent_5_chemicals_0_InChIKey,_raw_reagent_5_chemicals_0_actual_amount,_raw_reagent_5_chemicals_0_actual_amount_units,_raw_reagent_5_chemicals_0_nominal_amount,_raw_reagent_5_chemicals_0_nominal_amount_units,_raw_reagent_5_date,_raw_reagent_5_id,_raw_reagent_5_instructions_0_op,_raw_reagent_5_instructions_0_temperature,_raw_reagent_5_instructions_0_temperature_units,_raw_reagent_5_operator,_raw_ExpVer,_raw_GenVer,_raw_datecreated,_raw_jobserial,_raw_lab,_raw_operator,_raw_timecreated_UTC,_raw_Temperature (C),_raw_Stir Rate (rpm),_raw_Mixing time1 (s),_raw_Mixing time2 (s),_raw_Reaction time (s)
323,G5,167,0,0,333,39,39,Symyx_96_well_0003,4,YEJRWHAVMIAJKC-UHFFFAOYSA-N,6.7255,gram,18,milliliter,2017-10-18,1,heat,22,celsius,Liana Alves,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,milliliter,18,milliliter,UPHCENSIMPJEIS-UHFFFAOYSA-N,6.7255,gram,6.7255,gram,RQQRAHKHDFPBMC-UHFFFAOYSA-L,12.4473,gram,12.4473,gram,2017-10-18,2,2700,second,heatstir,450,rpm,70,celsius,heat,22,celsius,Liana Alves,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,gram,18,gram,UPHCENSIMPJEIS-UHFFFAOYSA-N,13.4511,gram,13.4511,gram,RQQRAHKHDFPBMC-UHFFFAOYSA-L,12.4473,gram,12.4473,gram,2017-10-18,3,2700,second,heatstir,450,rpm,70,celsius,heat,22,celsius,Liana Alves,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,milliliter,18,milliliter,CALQKRVFTWDYDG-UHFFFAOYSA-N,5.4284,gram,5.4284,gram,RQQRAHKHDFPBMC-UHFFFAOYSA-L,12.4473,gram,12.4473,gram,2017-10-18,4,2700,second,heatstir,450,rpm,70,celsius,heat,22,celsius,Liana Alves,BDAGIHXWWSANSR-UHFFFAOYSA-N,12,milliliter,12,milliliter,2017-10-18,5,heat,22,celsius,Liana Alves,BDAGIHXWWSANSR-UHFFFAOYSA-N,12,milliliter,12,milliliter,2017-10-18,6,heat,22,celsius,Liana Alves,0,0,2017-10-18,2017-10-18T19_58_20.000000+00_00_LBL,LBL,Liana Alves,19_58_20,82.0,500.0,900.0,1200.0,0.0
324,B5,167,0,0,333,55,55,Symyx_96_well_0003,4,YEJRWHAVMIAJKC-UHFFFAOYSA-N,6.7255,gram,18,milliliter,2017-10-18,1,heat,22,celsius,Liana Alves,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,milliliter,18,milliliter,UPHCENSIMPJEIS-UHFFFAOYSA-N,6.7255,gram,6.7255,gram,RQQRAHKHDFPBMC-UHFFFAOYSA-L,12.4473,gram,12.4473,gram,2017-10-18,2,2700,second,heatstir,450,rpm,70,celsius,heat,22,celsius,Liana Alves,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,gram,18,gram,UPHCENSIMPJEIS-UHFFFAOYSA-N,13.4511,gram,13.4511,gram,RQQRAHKHDFPBMC-UHFFFAOYSA-L,12.4473,gram,12.4473,gram,2017-10-18,3,2700,second,heatstir,450,rpm,70,celsius,heat,22,celsius,Liana Alves,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,milliliter,18,milliliter,CALQKRVFTWDYDG-UHFFFAOYSA-N,5.4284,gram,5.4284,gram,RQQRAHKHDFPBMC-UHFFFAOYSA-L,12.4473,gram,12.4473,gram,2017-10-18,4,2700,second,heatstir,450,rpm,70,celsius,heat,22,celsius,Liana Alves,BDAGIHXWWSANSR-UHFFFAOYSA-N,12,milliliter,12,milliliter,2017-10-18,5,heat,22,celsius,Liana Alves,BDAGIHXWWSANSR-UHFFFAOYSA-N,12,milliliter,12,milliliter,2017-10-18,6,heat,22,celsius,Liana Alves,0,0,2017-10-18,2017-10-18T19_58_20.000000+00_00_LBL,LBL,Liana Alves,19_58_20,82.0,500.0,900.0,1200.0,0.0
325,D5,167,0,0,333,47,47,Symyx_96_well_0003,4,YEJRWHAVMIAJKC-UHFFFAOYSA-N,6.7255,gram,18,milliliter,2017-10-18,1,heat,22,celsius,Liana Alves,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,milliliter,18,milliliter,UPHCENSIMPJEIS-UHFFFAOYSA-N,6.7255,gram,6.7255,gram,RQQRAHKHDFPBMC-UHFFFAOYSA-L,12.4473,gram,12.4473,gram,2017-10-18,2,2700,second,heatstir,450,rpm,70,celsius,heat,22,celsius,Liana Alves,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,gram,18,gram,UPHCENSIMPJEIS-UHFFFAOYSA-N,13.4511,gram,13.4511,gram,RQQRAHKHDFPBMC-UHFFFAOYSA-L,12.4473,gram,12.4473,gram,2017-10-18,3,2700,second,heatstir,450,rpm,70,celsius,heat,22,celsius,Liana Alves,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,milliliter,18,milliliter,CALQKRVFTWDYDG-UHFFFAOYSA-N,5.4284,gram,5.4284,gram,RQQRAHKHDFPBMC-UHFFFAOYSA-L,12.4473,gram,12.4473,gram,2017-10-18,4,2700,second,heatstir,450,rpm,70,celsius,heat,22,celsius,Liana Alves,BDAGIHXWWSANSR-UHFFFAOYSA-N,12,milliliter,12,milliliter,2017-10-18,5,heat,22,celsius,Liana Alves,BDAGIHXWWSANSR-UHFFFAOYSA-N,12,milliliter,12,milliliter,2017-10-18,6,heat,22,celsius,Liana Alves,0,0,2017-10-18,2017-10-18T19_58_20.000000+00_00_LBL,LBL,Liana Alves,19_58_20,82.0,500.0,900.0,1200.0,0.0
326,F5,167,0,0,333,47,47,Symyx_96_well_0003,4,YEJRWHAVMIAJKC-UHFFFAOYSA-N,6.7255,gram,18,milliliter,2017-10-18,1,heat,22,celsius,Liana Alves,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,milliliter,18,milliliter,UPHCENSIMPJEIS-UHFFFAOYSA-N,6.7255,gram,6.7255,gram,RQQRAHKHDFPBMC-UHFFFAOYSA-L,12.4473,gram,12.4473,gram,2017-10-18,2,2700,second,heatstir,450,rpm,70,celsius,heat,22,celsius,Liana Alves,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,gram,18,gram,UPHCENSIMPJEIS-UHFFFAOYSA-N,13.4511,gram,13.4511,gram,RQQRAHKHDFPBMC-UHFFFAOYSA-L,12.4473,gram,12.4473,gram,2017-10-18,3,2700,second,heatstir,450,rpm,70,celsius,heat,22,celsius,Liana Alves,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,milliliter,18,milliliter,CALQKRVFTWDYDG-UHFFFAOYSA-N,5.4284,gram,5.4284,gram,RQQRAHKHDFPBMC-UHFFFAOYSA-L,12.4473,gram,12.4473,gram,2017-10-18,4,2700,second,heatstir,450,rpm,70,celsius,heat,22,celsius,Liana Alves,BDAGIHXWWSANSR-UHFFFAOYSA-N,12,milliliter,12,milliliter,2017-10-18,5,heat,22,celsius,Liana Alves,BDAGIHXWWSANSR-UHFFFAOYSA-N,12,milliliter,12,milliliter,2017-10-18,6,heat,22,celsius,Liana Alves,0,0,2017-10-18,2017-10-18T19_58_20.000000+00_00_LBL,LBL,Liana Alves,19_58_20,82.0,500.0,900.0,1200.0,0.0
327,H5,167,0,0,333,62,62,Symyx_96_well_0003,4,YEJRWHAVMIAJKC-UHFFFAOYSA-N,6.7255,gram,18,milliliter,2017-10-18,1,heat,22,celsius,Liana Alves,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,milliliter,18,milliliter,UPHCENSIMPJEIS-UHFFFAOYSA-N,6.7255,gram,6.7255,gram,RQQRAHKHDFPBMC-UHFFFAOYSA-L,12.4473,gram,12.4473,gram,2017-10-18,2,2700,second,heatstir,450,rpm,70,celsius,heat,22,celsius,Liana Alves,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,gram,18,gram,UPHCENSIMPJEIS-UHFFFAOYSA-N,13.4511,gram,13.4511,gram,RQQRAHKHDFPBMC-UHFFFAOYSA-L,12.4473,gram,12.4473,gram,2017-10-18,3,2700,second,heatstir,450,rpm,70,celsius,heat,22,celsius,Liana Alves,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,milliliter,18,milliliter,CALQKRVFTWDYDG-UHFFFAOYSA-N,5.4284,gram,5.4284,gram,RQQRAHKHDFPBMC-UHFFFAOYSA-L,12.4473,gram,12.4473,gram,2017-10-18,4,2700,second,heatstir,450,rpm,70,celsius,heat,22,celsius,Liana Alves,BDAGIHXWWSANSR-UHFFFAOYSA-N,12,milliliter,12,milliliter,2017-10-18,5,heat,22,celsius,Liana Alves,BDAGIHXWWSANSR-UHFFFAOYSA-N,12,milliliter,12,milliliter,2017-10-18,6,heat,22,celsius,Liana Alves,0,0,2017-10-18,2017-10-18T19_58_20.000000+00_00_LBL,LBL,Liana Alves,19_58_20,82.0,500.0,900.0,1200.0,0.0
328,A6,167,0,0,333,62,0,Symyx_96_well_0003,4,YEJRWHAVMIAJKC-UHFFFAOYSA-N,6.7255,gram,18,milliliter,2017-10-18,1,heat,22,celsius,Liana Alves,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,milliliter,18,milliliter,UPHCENSIMPJEIS-UHFFFAOYSA-N,6.7255,gram,6.7255,gram,RQQRAHKHDFPBMC-UHFFFAOYSA-L,12.4473,gram,12.4473,gram,2017-10-18,2,2700,second,heatstir,450,rpm,70,celsius,heat,22,celsius,Liana Alves,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,gram,18,gram,UPHCENSIMPJEIS-UHFFFAOYSA-N,13.4511,gram,13.4511,gram,RQQRAHKHDFPBMC-UHFFFAOYSA-L,12.4473,gram,12.4473,gram,2017-10-18,3,2700,second,heatstir,450,rpm,70,celsius,heat,22,celsius,Liana Alves,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,milliliter,18,milliliter,CALQKRVFTWDYDG-UHFFFAOYSA-N,5.4284,gram,5.4284,gram,RQQRAHKHDFPBMC-UHFFFAOYSA-L,12.4473,gram,12.4473,gram,2017-10-18,4,2700,second,heatstir,450,rpm,70,celsius,heat,22,celsius,Liana Alves,BDAGIHXWWSANSR-UHFFFAOYSA-N,12,milliliter,12,milliliter,2017-10-18,5,heat,22,celsius,Liana Alves,BDAGIHXWWSANSR-UHFFFAOYSA-N,12,milliliter,12,milliliter,2017-10-18,6,heat,22,celsius,Liana Alves,0,0,2017-10-18,2017-10-18T19_58_20.000000+00_00_LBL,LBL,Liana Alves,19_58_20,82.0,500.0,900.0,1200.0,0.0
329,C6,167,0,0,333,55,55,Symyx_96_well_0003,4,YEJRWHAVMIAJKC-UHFFFAOYSA-N,6.7255,gram,18,milliliter,2017-10-18,1,heat,22,celsius,Liana Alves,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,milliliter,18,milliliter,UPHCENSIMPJEIS-UHFFFAOYSA-N,6.7255,gram,6.7255,gram,RQQRAHKHDFPBMC-UHFFFAOYSA-L,12.4473,gram,12.4473,gram,2017-10-18,2,2700,second,heatstir,450,rpm,70,celsius,heat,22,celsius,Liana Alves,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,gram,18,gram,UPHCENSIMPJEIS-UHFFFAOYSA-N,13.4511,gram,13.4511,gram,RQQRAHKHDFPBMC-UHFFFAOYSA-L,12.4473,gram,12.4473,gram,2017-10-18,3,2700,second,heatstir,450,rpm,70,celsius,heat,22,celsius,Liana Alves,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,milliliter,18,milliliter,CALQKRVFTWDYDG-UHFFFAOYSA-N,5.4284,gram,5.4284,gram,RQQRAHKHDFPBMC-UHFFFAOYSA-L,12.4473,gram,12.4473,gram,2017-10-18,4,2700,second,heatstir,450,rpm,70,celsius,heat,22,celsius,Liana Alves,BDAGIHXWWSANSR-UHFFFAOYSA-N,12,milliliter,12,milliliter,2017-10-18,5,heat,22,celsius,Liana Alves,BDAGIHXWWSANSR-UHFFFAOYSA-N,12,milliliter,12,milliliter,2017-10-18,6,heat,22,celsius,Liana Alves,0,0,2017-10-18,2017-10-18T19_58_20.000000+00_00_LBL,LBL,Liana Alves,19_58_20,82.0,500.0,900.0,1200.0,0.0
330,E6,167,0,0,333,39,39,Symyx_96_well_0003,4,YEJRWHAVMIAJKC-UHFFFAOYSA-N,6.7255,gram,18,milliliter,2017-10-18,1,heat,22,celsius,Liana Alves,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,milliliter,18,milliliter,UPHCENSIMPJEIS-UHFFFAOYSA-N,6.7255,gram,6.7255,gram,RQQRAHKHDFPBMC-UHFFFAOYSA-L,12.4473,gram,12.4473,gram,2017-10-18,2,2700,second,heatstir,450,rpm,70,celsius,heat,22,celsius,Liana Alves,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,gram,18,gram,UPHCENSIMPJEIS-UHFFFAOYSA-N,13.4511,gram,13.4511,gram,RQQRAHKHDFPBMC-UHFFFAOYSA-L,12.4473,gram,12.4473,gram,2017-10-18,3,2700,second,heatstir,450,rpm,70,celsius,heat,22,celsius,Liana Alves,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,milliliter,18,milliliter,CALQKRVFTWDYDG-UHFFFAOYSA-N,5.4284,gram,5.4284,gram,RQQRAHKHDFPBMC-UHFFFAOYSA-L,12.4473,gram,12.4473,gram,2017-10-18,4,2700,second,heatstir,450,rpm,70,celsius,heat,22,celsius,Liana Alves,BDAGIHXWWSANSR-UHFFFAOYSA-N,12,milliliter,12,milliliter,2017-10-18,5,heat,22,celsius,Liana Alves,BDAGIHXWWSANSR-UHFFFAOYSA-N,12,milliliter,12,milliliter,2017-10-18,6,heat,22,celsius,Liana Alves,0,0,2017-10-18,2017-10-18T19_58_20.000000+00_00_LBL,LBL,Liana Alves,19_58_20,82.0,500.0,900.0,1200.0,0.0
331,G6,167,0,0,333,39,39,Symyx_96_well_0003,4,YEJRWHAVMIAJKC-UHFFFAOYSA-N,6.7255,gram,18,milliliter,2017-10-18,1,heat,22,celsius,Liana Alves,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,milliliter,18,milliliter,UPHCENSIMPJEIS-UHFFFAOYSA-N,6.7255,gram,6.7255,gram,RQQRAHKHDFPBMC-UHFFFAOYSA-L,12.4473,gram,12.4473,gram,2017-10-18,2,2700,second,heatstir,450,rpm,70,celsius,heat,22,celsius,Liana Alves,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,gram,18,gram,UPHCENSIMPJEIS-UHFFFAOYSA-N,13.4511,gram,13.4511,gram,RQQRAHKHDFPBMC-UHFFFAOYSA-L,12.4473,gram,12.4473,gram,2017-10-18,3,2700,second,heatstir,450,rpm,70,celsius,heat,22,celsius,Liana Alves,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,milliliter,18,milliliter,CALQKRVFTWDYDG-UHFFFAOYSA-N,5.4284,gram,5.4284,gram,RQQRAHKHDFPBMC-UHFFFAOYSA-L,12.4473,gram,12.4473,gram,2017-10-18,4,2700,second,heatstir,450,rpm,70,celsius,heat,22,celsius,Liana Alves,BDAGIHXWWSANSR-UHFFFAOYSA-N,12,milliliter,12,milliliter,2017-10-18,5,heat,22,celsius,Liana Alves,BDAGIHXWWSANSR-UHFFFAOYSA-N,12,milliliter,12,milliliter,2017-10-18,6,heat,22,celsius,Liana Alves,0,0,2017-10-18,2017-10-18T19_58_20.000000+00_00_LBL,LBL,Liana Alves,19_58_20,82.0,500.0,900.0,1200.0,0.0
332,B6,167,0,0,333,55,55,Symyx_96_well_0003,4,YEJRWHAVMIAJKC-UHFFFAOYSA-N,6.7255,gram,18,milliliter,2017-10-18,1,heat,22,celsius,Liana Alves,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,milliliter,18,milliliter,UPHCENSIMPJEIS-UHFFFAOYSA-N,6.7255,gram,6.7255,gram,RQQRAHKHDFPBMC-UHFFFAOYSA-L,12.4473,gram,12.4473,gram,2017-10-18,2,2700,second,heatstir,450,rpm,70,celsius,heat,22,celsius,Liana Alves,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,gram,18,gram,UPHCENSIMPJEIS-UHFFFAOYSA-N,13.4511,gram,13.4511,gram,RQQRAHKHDFPBMC-UHFFFAOYSA-L,12.4473,gram,12.4473,gram,2017-10-18,3,2700,second,heatstir,450,rpm,70,celsius,heat,22,celsius,Liana Alves,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,milliliter,18,milliliter,CALQKRVFTWDYDG-UHFFFAOYSA-N,5.4284,gram,5.4284,gram,RQQRAHKHDFPBMC-UHFFFAOYSA-L,12.4473,gram,12.4473,gram,2017-10-18,4,2700,second,heatstir,450,rpm,70,celsius,heat,22,celsius,Liana Alves,BDAGIHXWWSANSR-UHFFFAOYSA-N,12,milliliter,12,milliliter,2017-10-18,5,heat,22,celsius,Liana Alves,BDAGIHXWWSANSR-UHFFFAOYSA-N,12,milliliter,12,milliliter,2017-10-18,6,heat,22,celsius,Liana Alves,0,0,2017-10-18,2017-10-18T19_58_20.000000+00_00_LBL,LBL,Liana Alves,19_58_20,82.0,500.0,900.0,1200.0,0.0
333,D6,167,0,0,333,47,47,Symyx_96_well_0003,4,YEJRWHAVMIAJKC-UHFFFAOYSA-N,6.7255,gram,18,milliliter,2017-10-18,1,heat,22,celsius,Liana Alves,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,milliliter,18,milliliter,UPHCENSIMPJEIS-UHFFFAOYSA-N,6.7255,gram,6.7255,gram,RQQRAHKHDFPBMC-UHFFFAOYSA-L,12.4473,gram,12.4473,gram,2017-10-18,2,2700,second,heatstir,450,rpm,70,celsius,heat,22,celsius,Liana Alves,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,gram,18,gram,UPHCENSIMPJEIS-UHFFFAOYSA-N,13.4511,gram,13.4511,gram,RQQRAHKHDFPBMC-UHFFFAOYSA-L,12.4473,gram,12.4473,gram,2017-10-18,3,2700,second,heatstir,450,rpm,70,celsius,heat,22,celsius,Liana Alves,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,milliliter,18,milliliter,CALQKRVFTWDYDG-UHFFFAOYSA-N,5.4284,gram,5.4284,gram,RQQRAHKHDFPBMC-UHFFFAOYSA-L,12.4473,gram,12.4473,gram,2017-10-18,4,2700,second,heatstir,450,rpm,70,celsius,heat,22,celsius,Liana Alves,BDAGIHXWWSANSR-UHFFFAOYSA-N,12,milliliter,12,milliliter,2017-10-18,5,heat,22,celsius,Liana Alves,BDAGIHXWWSANSR-UHFFFAOYSA-N,12,milliliter,12,milliliter,2017-10-18,6,heat,22,celsius,Liana Alves,0,0,2017-10-18,2017-10-18T19_58_20.000000+00_00_LBL,LBL,Liana Alves,19_58_20,82.0,500.0,900.0,1200.0,0.0
334,F6,167,0,0,333,47,47,Symyx_96_well_0003,4,YEJRWHAVMIAJKC-UHFFFAOYSA-N,6.7255,gram,18,milliliter,2017-10-18,1,heat,22,celsius,Liana Alves,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,milliliter,18,milliliter,UPHCENSIMPJEIS-UHFFFAOYSA-N,6.7255,gram,6.7255,gram,RQQRAHKHDFPBMC-UHFFFAOYSA-L,12.4473,gram,12.4473,gram,2017-10-18,2,2700,second,heatstir,450,rpm,70,celsius,heat,22,celsius,Liana Alves,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,gram,18,gram,UPHCENSIMPJEIS-UHFFFAOYSA-N,13.4511,gram,13.4511,gram,RQQRAHKHDFPBMC-UHFFFAOYSA-L,12.4473,gram,12.4473,gram,2017-10-18,3,2700,second,heatstir,450,rpm,70,celsius,heat,22,celsius,Liana Alves,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,milliliter,18,milliliter,CALQKRVFTWDYDG-UHFFFAOYSA-N,5.4284,gram,5.4284,gram,RQQRAHKHDFPBMC-UHFFFAOYSA-L,12.4473,gram,12.4473,gram,2017-10-18,4,2700,second,heatstir,450,rpm,70,celsius,heat,22,celsius,Liana Alves,BDAGIHXWWSANSR-UHFFFAOYSA-N,12,milliliter,12,milliliter,2017-10-18,5,heat,22,celsius,Liana Alves,BDAGIHXWWSANSR-UHFFFAOYSA-N,12,milliliter,12,milliliter,2017-10-18,6,heat,22,celsius,Liana Alves,0,0,2017-10-18,2017-10-18T19_58_20.000000+00_00_LBL,LBL,Liana Alves,19_58_20,82.0,500.0,900.0,1200.0,0.0
335,H6,167,0,0,333,62,62,Symyx_96_well_0003,4,YEJRWHAVMIAJKC-UHFFFAOYSA-N,6.7255,gram,18,milliliter,2017-10-18,1,heat,22,celsius,Liana Alves,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,milliliter,18,milliliter,UPHCENSIMPJEIS-UHFFFAOYSA-N,6.7255,gram,6.7255,gram,RQQRAHKHDFPBMC-UHFFFAOYSA-L,12.4473,gram,12.4473,gram,2017-10-18,2,2700,second,heatstir,450,rpm,70,celsius,heat,22,celsius,Liana Alves,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,gram,18,gram,UPHCENSIMPJEIS-UHFFFAOYSA-N,13.4511,gram,13.4511,gram,RQQRAHKHDFPBMC-UHFFFAOYSA-L,12.4473,gram,12.4473,gram,2017-10-18,3,2700,second,heatstir,450,rpm,70,celsius,heat,22,celsius,Liana Alves,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,milliliter,18,milliliter,CALQKRVFTWDYDG-UHFFFAOYSA-N,5.4284,gram,5.4284,gram,RQQRAHKHDFPBMC-UHFFFAOYSA-L,12.4473,gram,12.4473,gram,2017-10-18,4,2700,second,heatstir,450,rpm,70,celsius,heat,22,celsius,Liana Alves,BDAGIHXWWSANSR-UHFFFAOYSA-N,12,milliliter,12,milliliter,2017-10-18,5,heat,22,celsius,Liana Alves,BDAGIHXWWSANSR-UHFFFAOYSA-N,12,milliliter,12,milliliter,2017-10-18,6,heat,22,celsius,Liana Alves,0,0,2017-10-18,2017-10-18T19_58_20.000000+00_00_LBL,LBL,Liana Alves,19_58_20,82.0,500.0,900.0,1200.0,0.0
